t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
128.35,retract_suppressed,0.0,0.0,-0.2403,0.35,,,,G1 X85.974 Y91.902 E-0.24030,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.974 Y91.902 E-0.24030 | G4 S0.35 ; dwell instead of retract | G1 X85.974 Y91.902 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
128.7,retract_suppressed,0.0,0.0,-0.24028,0.35,,,,G1 X88.548 Y88.548 E-0.24028,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.548 Y88.548 E-0.24028 | G4 S0.35 ; dwell instead of retract | G1 X88.548 Y88.548 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
129.05,retract_suppressed,0.0,0.0,-0.24028,0.35,,,,G1 X91.902 Y85.974 E-0.24028,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.902 Y85.974 E-0.24028 | G4 S0.35 ; dwell instead of retract | G1 X91.902 Y85.974 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
129.4,retract_suppressed,0.0,0.0,-0.2403,0.35,,,,G1 X95.809 Y84.356 E-0.24030,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.809 Y84.356 E-0.24030 | G4 S0.35 ; dwell instead of retract | G1 X95.809 Y84.356 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
129.75,retract_suppressed,0.0,0.0,-0.24025,0.35,,,,G1 X100.000 Y83.804 E-0.24025,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y83.804 E-0.24025 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y83.804 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
130.1,retract_suppressed,0.0,0.0,-0.24025,0.35,,,,G1 X104.191 Y84.356 E-0.24025,; [stabilizer] RETRACTION SUPPRESSED: G1 X104.191 Y84.356 E-0.24025 | G4 S0.35 ; dwell instead of retract | G1 X104.191 Y84.356 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
130.45,retract_suppressed,0.0,0.0,-0.2403,0.35,,,,G1 X108.098 Y85.974 E-0.24030,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.098 Y85.974 E-0.24030 | G4 S0.35 ; dwell instead of retract | G1 X108.098 Y85.974 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
130.8,retract_suppressed,0.0,0.0,-0.24028,0.35,,,,G1 X111.452 Y88.548 E-0.24028,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.452 Y88.548 E-0.24028 | G4 S0.35 ; dwell instead of retract | G1 X111.452 Y88.548 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
131.15,retract_suppressed,0.0,0.0,-0.24028,0.35,,,,G1 X114.026 Y91.902 E-0.24028,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.026 Y91.902 E-0.24028 | G4 S0.35 ; dwell instead of retract | G1 X114.026 Y91.902 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
131.5,retract_suppressed,0.0,0.0,-0.11051,0.35,,,,G1 X114.770 Y93.699 E-0.11051,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.770 Y93.699 E-0.11051 | G4 S0.35 ; dwell instead of retract | G1 X114.770 Y93.699 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
131.85,retract_suppressed,0.0,0.0,-0.12979,0.35,,,,G1 X115.644 Y95.809 E-0.12979,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.644 Y95.809 E-0.12979 | G4 S0.35 ; dwell instead of retract | G1 X115.644 Y95.809 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
132.2,retract_suppressed,0.0,0.0,-0.24025,0.35,,,,G1 X116.196 Y100.000 E-0.24025,; [stabilizer] RETRACTION SUPPRESSED: G1 X116.196 Y100.000 E-0.24025 | G4 S0.35 ; dwell instead of retract | G1 X116.196 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
132.55,retract_suppressed,0.0,0.0,-0.24025,0.35,,,,G1 X115.644 Y104.191 E-0.24025,; [stabilizer] RETRACTION SUPPRESSED: G1 X115.644 Y104.191 E-0.24025 | G4 S0.35 ; dwell instead of retract | G1 X115.644 Y104.191 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
132.9,retract_suppressed,0.0,0.0,-0.2403,0.35,,,,G1 X114.026 Y108.098 E-0.24030,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.026 Y108.098 E-0.24030 | G4 S0.35 ; dwell instead of retract | G1 X114.026 Y108.098 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
133.25,retract_suppressed,0.0,0.0,-0.24261,0.35,,,,G1 X111.418 Y111.478 E-0.24261,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.418 Y111.478 E-0.24261 | G4 S0.35 ; dwell instead of retract | G1 X111.418 Y111.478 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
133.6,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
133.95,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
134.3,retract_suppressed,0.0,0.0,-0.18477,0.35,,,,G1 X109.280 Y89.636 E-0.18477,; [stabilizer] RETRACTION SUPPRESSED: G1 X109.280 Y89.636 E-0.18477 | G4 S0.35 ; dwell instead of retract | G1 X109.280 Y89.636 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
134.65,retract_suppressed,0.0,0.0,-0.43685,0.35,,,,G1 X106.403 Y87.429 E-0.43685,; [stabilizer] RETRACTION SUPPRESSED: G1 X106.403 Y87.429 E-0.43685 | G4 S0.35 ; dwell instead of retract | G1 X106.403 Y87.429 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
135.0,retract_suppressed,0.0,0.0,-0.43695,0.35,,,,G1 X103.053 Y86.041 E-0.43695,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.053 Y86.041 E-0.43695 | G4 S0.35 ; dwell instead of retract | G1 X103.053 Y86.041 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
135.35,retract_suppressed,0.0,0.0,-0.02449,0.35,,,,G1 X102.852 Y86.014 E-0.02449,; [stabilizer] RETRACTION SUPPRESSED: G1 X102.852 Y86.014 E-0.02449 | G4 S0.35 ; dwell instead of retract | G1 X102.852 Y86.014 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
135.7,retract_suppressed,0.0,0.0,-1.89726,0.35,,,,G1 X113.986 Y97.148 E-1.89726,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.986 Y97.148 E-1.89726 | G4 S0.35 ; dwell instead of retract | G1 X113.986 Y97.148 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
136.05,retract_suppressed,0.0,0.0,-0.39273,0.35,,,,G1 X114.411 Y100.380 E-0.39273,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.411 Y100.380 E-0.39273 | G4 S0.35 ; dwell instead of retract | G1 X114.411 Y100.380 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
136.4,retract_suppressed,0.0,0.0,-2.52039,0.35,,,,G1 X99.620 Y85.589 E-2.52039,; [stabilizer] RETRACTION SUPPRESSED: G1 X99.620 Y85.589 E-2.52039 | G4 S0.35 ; dwell instead of retract | G1 X99.620 Y85.589 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
136.75,retract_suppressed,0.0,0.0,-0.01967,0.35,,,,G1 X99.458 Y85.568 E-0.01967,; [stabilizer] RETRACTION SUPPRESSED: G1 X99.458 Y85.568 E-0.01967 | G4 S0.35 ; dwell instead of retract | G1 X99.458 Y85.568 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
137.1,retract_suppressed,0.0,0.0,-0.28629,0.35,,,,G1 X97.103 Y85.878 E-0.28629,; [stabilizer] RETRACTION SUPPRESSED: G1 X97.103 Y85.878 E-0.28629 | G4 S0.35 ; dwell instead of retract | G1 X97.103 Y85.878 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
137.45,retract_suppressed,0.0,0.0,-2.90017,0.35,,,,G1 X114.122 Y102.897 E-2.90017,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.122 Y102.897 E-2.90017 | G4 S0.35 ; dwell instead of retract | G1 X114.122 Y102.897 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
137.8,retract_suppressed,0.0,0.0,-0.15059,0.35,,,,G1 X113.959 Y104.136 E-0.15059,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.959 Y104.136 E-0.15059 | G4 S0.35 ; dwell instead of retract | G1 X113.959 Y104.136 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
138.15,retract_suppressed,0.0,0.0,-0.12949,0.35,,,,G1 X113.548 Y105.129 E-0.12949,; [stabilizer] RETRACTION SUPPRESSED: G1 X113.548 Y105.129 E-0.12949 | G4 S0.35 ; dwell instead of retract | G1 X113.548 Y105.129 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
138.5,retract_suppressed,0.0,0.0,-3.18263,0.35,,,,G1 X94.871 Y86.452 E-3.18263,; [stabilizer] RETRACTION SUPPRESSED: G1 X94.871 Y86.452 E-3.18263 | G4 S0.35 ; dwell instead of retract | G1 X94.871 Y86.452 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
138.85,retract_suppressed,0.0,0.0,-0.25879,0.35,,,,G1 X92.886 Y87.274 E-0.25879,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.886 Y87.274 E-0.25879 | G4 S0.35 ; dwell instead of retract | G1 X92.886 Y87.274 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
139.2,retract_suppressed,0.0,0.0,-3.38069,0.35,,,,G1 X112.726 Y107.113 E-3.38069,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.726 Y107.113 E-3.38069 | G4 S0.35 ; dwell instead of retract | G1 X112.726 Y107.113 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
139.55,retract_suppressed,0.0,0.0,-0.04868,0.35,,,,G1 X112.571 Y107.487 E-0.04868,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.571 Y107.487 E-0.04868 | G4 S0.35 ; dwell instead of retract | G1 X112.571 Y107.487 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
139.9,retract_suppressed,0.0,0.0,-0.19579,0.35,,,,G1 X111.582 Y108.776 E-0.19579,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.582 Y108.776 E-0.19579 | G4 S0.35 ; dwell instead of retract | G1 X111.582 Y108.776 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
140.25,retract_suppressed,0.0,0.0,-3.46902,0.35,,,,G1 X91.224 Y88.418 E-3.46902,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.224 Y88.418 E-3.46902 | G4 S0.35 ; dwell instead of retract | G1 X91.224 Y88.418 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
140.6,retract_suppressed,0.0,0.0,-0.24115,0.35,,,,G1 X89.637 Y89.637 E-0.24115,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.637 Y89.637 E-0.24115 | G4 S0.35 ; dwell instead of retract | G1 X89.637 Y89.637 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
140.95,retract_suppressed,0.0,0.0,-3.53192,0.35,,,,G1 X110.363 Y110.363 E-3.53192,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.363 Y110.363 E-3.53192 | G4 S0.35 ; dwell instead of retract | G1 X110.363 Y110.363 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
141.3,retract_suppressed,0.0,0.0,-0.24115,0.35,,,,G1 X108.776 Y111.582 E-0.24115,; [stabilizer] RETRACTION SUPPRESSED: G1 X108.776 Y111.582 E-0.24115 | G4 S0.35 ; dwell instead of retract | G1 X108.776 Y111.582 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
141.65,retract_suppressed,0.0,0.0,-3.46902,0.35,,,,G1 X88.418 Y91.224 E-3.46902,; [stabilizer] RETRACTION SUPPRESSED: G1 X88.418 Y91.224 E-3.46902 | G4 S0.35 ; dwell instead of retract | G1 X88.418 Y91.224 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
142.0,retract_suppressed,0.0,0.0,-0.19579,0.35,,,,G1 X87.429 Y92.513 E-0.19579,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.429 Y92.513 E-0.19579 | G4 S0.35 ; dwell instead of retract | G1 X87.429 Y92.513 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
142.35,retract_suppressed,0.0,0.0,-0.04868,0.35,,,,G1 X87.274 Y92.886 E-0.04868,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.274 Y92.886 E-0.04868 | G4 S0.35 ; dwell instead of retract | G1 X87.274 Y92.886 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
142.7,retract_suppressed,0.0,0.0,-3.3807,0.35,,,,G1 X107.114 Y112.726 E-3.38070,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.114 Y112.726 E-3.38070 | G4 S0.35 ; dwell instead of retract | G1 X107.114 Y112.726 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
143.05,retract_suppressed,0.0,0.0,-0.25879,0.35,,,,G1 X105.129 Y113.548 E-0.25879,; [stabilizer] RETRACTION SUPPRESSED: G1 X105.129 Y113.548 E-0.25879 | G4 S0.35 ; dwell instead of retract | G1 X105.129 Y113.548 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
143.4,retract_suppressed,0.0,0.0,-3.18264,0.35,,,,G1 X86.452 Y94.871 E-3.18264,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.452 Y94.871 E-3.18264 | G4 S0.35 ; dwell instead of retract | G1 X86.452 Y94.871 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
143.75,retract_suppressed,0.0,0.0,-0.12949,0.35,,,,G1 X86.041 Y95.864 E-0.12949,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.041 Y95.864 E-0.12949 | G4 S0.35 ; dwell instead of retract | G1 X86.041 Y95.864 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
144.1,retract_suppressed,0.0,0.0,-0.15058,0.35,,,,G1 X85.878 Y97.103 E-0.15058,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.878 Y97.103 E-0.15058 | G4 S0.35 ; dwell instead of retract | G1 X85.878 Y97.103 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
144.45,retract_suppressed,0.0,0.0,-2.90018,0.35,,,,G1 X102.897 Y114.122 E-2.90018,; [stabilizer] RETRACTION SUPPRESSED: G1 X102.897 Y114.122 E-2.90018 | G4 S0.35 ; dwell instead of retract | G1 X102.897 Y114.122 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
144.8,retract_suppressed,0.0,0.0,-0.28629,0.35,,,,G1 X100.542 Y114.432 E-0.28629,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.542 Y114.432 E-0.28629 | G4 S0.35 ; dwell instead of retract | G1 X100.542 Y114.432 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
145.15,retract_suppressed,0.0,0.0,-0.01966,0.35,,,,G1 X100.380 Y114.411 E-0.01966,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.380 Y114.411 E-0.01966 | G4 S0.35 ; dwell instead of retract | G1 X100.380 Y114.411 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
145.5,retract_suppressed,0.0,0.0,-2.5204,0.35,,,,G1 X85.589 Y99.620 E-2.52040,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.589 Y99.620 E-2.52040 | G4 S0.35 ; dwell instead of retract | G1 X85.589 Y99.620 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
145.85,retract_suppressed,0.0,0.0,-0.39273,0.35,,,,G1 X86.014 Y102.852 E-0.39273,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.014 Y102.852 E-0.39273 | G4 S0.35 ; dwell instead of retract | G1 X86.014 Y102.852 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
146.2,retract_suppressed,0.0,0.0,-1.89727,0.35,,,,G1 X97.148 Y113.986 E-1.89727,; [stabilizer] RETRACTION SUPPRESSED: G1 X97.148 Y113.986 E-1.89727 | G4 S0.35 ; dwell instead of retract | G1 X97.148 Y113.986 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
146.55,retract_suppressed,0.0,0.0,-0.02449,0.35,,,,G1 X96.947 Y113.959 E-0.02449,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.947 Y113.959 E-0.02449 | G4 S0.35 ; dwell instead of retract | G1 X96.947 Y113.959 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
146.9,retract_suppressed,0.0,0.0,-0.43696,0.35,,,,G1 X93.596 Y112.571 E-0.43696,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.596 Y112.571 E-0.43696 | G4 S0.35 ; dwell instead of retract | G1 X93.596 Y112.571 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
147.25,retract_suppressed,0.0,0.0,-0.43684,0.35,,,,G1 X90.720 Y110.364 E-0.43684,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.720 Y110.364 E-0.43684 | G4 S0.35 ; dwell instead of retract | G1 X90.720 Y110.364 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
147.6,retract_suppressed,0.0,0.0,-0.18479,0.35,,,,G1 X89.636 Y109.280 E-0.18479,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.636 Y109.280 E-0.18479 | G4 S0.35 ; dwell instead of retract | G1 X89.636 Y109.280 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
147.95,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
148.3,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F300.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F300.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F120.0 ; micro-prime after dwell
148.65,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X107.348 Y112.726 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.348 Y112.726 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X107.348 Y112.726 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
149.0,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X103.803 Y114.195 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.803 Y114.195 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X103.803 Y114.195 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
149.35,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X100.000 Y114.695 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y114.695 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y114.695 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
149.7,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X96.197 Y114.195 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.197 Y114.195 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X96.197 Y114.195 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
150.05,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X92.652 Y112.726 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.652 Y112.726 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X92.652 Y112.726 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
150.4,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X89.609 Y110.391 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.609 Y110.391 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X89.609 Y110.391 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
150.75,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X87.274 Y107.348 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.274 Y107.348 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X87.274 Y107.348 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
151.1,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X85.805 Y103.803 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.805 Y103.803 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X85.805 Y103.803 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
151.45,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X85.305 Y100.000 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.305 Y100.000 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X85.305 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
151.8,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X85.805 Y96.197 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.805 Y96.197 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X85.805 Y96.197 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
152.15,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X87.274 Y92.652 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.274 Y92.652 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X87.274 Y92.652 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
152.5,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X89.609 Y89.609 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.609 Y89.609 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X89.609 Y89.609 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
152.85,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X92.652 Y87.274 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.652 Y87.274 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X92.652 Y87.274 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
153.2,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X96.197 Y85.805 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X96.197 Y85.805 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X96.197 Y85.805 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
153.55,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X100.000 Y85.305 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X100.000 Y85.305 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X100.000 Y85.305 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
153.9,retract_suppressed,0.0,0.0,-0.218,0.35,,,,G1 X103.803 Y85.805 E-0.21800,; [stabilizer] RETRACTION SUPPRESSED: G1 X103.803 Y85.805 E-0.21800 | G4 S0.35 ; dwell instead of retract | G1 X103.803 Y85.805 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
154.25,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X107.348 Y87.274 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X107.348 Y87.274 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X107.348 Y87.274 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
154.6,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X110.391 Y89.609 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.391 Y89.609 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X110.391 Y89.609 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
154.95,retract_suppressed,0.0,0.0,-0.21802,0.35,,,,G1 X112.726 Y92.652 E-0.21802,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.726 Y92.652 E-0.21802 | G4 S0.35 ; dwell instead of retract | G1 X112.726 Y92.652 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
155.3,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X114.195 Y96.197 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.195 Y96.197 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X114.195 Y96.197 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
155.65,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X114.695 Y100.000 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.695 Y100.000 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X114.695 Y100.000 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
156.0,retract_suppressed,0.0,0.0,-0.21799,0.35,,,,G1 X114.195 Y103.803 E-0.21799,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.195 Y103.803 E-0.21799 | G4 S0.35 ; dwell instead of retract | G1 X114.195 Y103.803 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
156.35,retract_suppressed,0.0,0.0,-0.21804,0.35,,,,G1 X112.726 Y107.348 E-0.21804,; [stabilizer] RETRACTION SUPPRESSED: G1 X112.726 Y107.348 E-0.21804 | G4 S0.35 ; dwell instead of retract | G1 X112.726 Y107.348 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
156.7,retract_suppressed,0.0,0.0,-0.21375,0.35,,,,G1 X110.436 Y110.331 E-0.21375,; [stabilizer] RETRACTION SUPPRESSED: G1 X110.436 Y110.331 E-0.21375 | G4 S0.35 ; dwell instead of retract | G1 X110.436 Y110.331 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
157.05,retract_suppressed,0.0,0.0,-0.00667,0.35,,,,G1 X111.027 Y111.027 E-0.00667,; [stabilizer] RETRACTION SUPPRESSED: G1 X111.027 Y111.027 E-0.00667 | G4 S0.35 ; dwell instead of retract | G1 X111.027 Y111.027 ; travel (no extrusion) | G1 E0.600 F120.0 ; micro-prime after travel
