t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
409.4,retract_suppressed,0.0,0.0,-0.04498,0.35,,,,G1 X114.743 Y95.099 E-0.04498,; [stabilizer] RETRACTION SUPPRESSED: G1 X114.743 Y95.099 E-0.04498 | G4 S0.35 ; dwell instead of retract | G1 X114.743 Y95.099 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
409.75,retract_suppressed,0.0,0.0,-0.03189,0.35,,,,G1 X89.268 Y78.982 E-0.03189,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.268 Y78.982 E-0.03189 | G4 S0.35 ; dwell instead of retract | G1 X89.268 Y78.982 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
410.1,retract_suppressed,0.0,0.0,-0.02562,0.35,,,,G1 X92.448 Y82.177 E-0.02562,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.448 Y82.177 E-0.02562 | G4 S0.35 ; dwell instead of retract | G1 X92.448 Y82.177 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
410.45,retract_suppressed,0.0,0.0,-0.0212,0.35,,,,G1 X94.582 Y85.238 E-0.02120,; [stabilizer] RETRACTION SUPPRESSED: G1 X94.582 Y85.238 E-0.02120 | G4 S0.35 ; dwell instead of retract | G1 X94.582 Y85.238 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
410.8,retract_suppressed,0.0,0.0,-0.00941,0.35,,,,G1 X95.183 Y86.780 E-0.00941,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.183 Y86.780 E-0.00941 | G4 S0.35 ; dwell instead of retract | G1 X95.183 Y86.780 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
411.15,retract_suppressed,0.0,0.0,-0.00843,0.35,,,,G1 X95.386 Y88.250 E-0.00843,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.386 Y88.250 E-0.00843 | G4 S0.35 ; dwell instead of retract | G1 X95.386 Y88.250 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
411.5,retract_suppressed,0.0,0.0,-0.00721,0.35,,,,G1 X95.501 Y89.513 E-0.00721,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.501 Y89.513 E-0.00721 | G4 S0.35 ; dwell instead of retract | G1 X95.501 Y89.513 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
411.85,retract_suppressed,0.0,0.0,-0.0158,0.35,,,,G1 X95.201 Y92.278 E-0.01580,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.201 Y92.278 E-0.01580 | G4 S0.35 ; dwell instead of retract | G1 X95.201 Y92.278 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
412.2,retract_suppressed,0.0,0.0,-0.00953,0.35,,,,G1 X94.563 Y93.828 E-0.00953,; [stabilizer] RETRACTION SUPPRESSED: G1 X94.563 Y93.828 E-0.00953 | G4 S0.35 ; dwell instead of retract | G1 X94.563 Y93.828 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
412.55,retract_suppressed,0.0,0.0,-0.0101,0.35,,,,G1 X93.424 Y95.191 E-0.01010,; [stabilizer] RETRACTION SUPPRESSED: G1 X93.424 Y95.191 E-0.01010 | G4 S0.35 ; dwell instead of retract | G1 X93.424 Y95.191 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
412.9,retract_suppressed,0.0,0.0,-0.01137,0.35,,,,G1 X91.669 Y96.151 E-0.01137,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.669 Y96.151 E-0.01137 | G4 S0.35 ; dwell instead of retract | G1 X91.669 Y96.151 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
413.25,retract_suppressed,0.0,0.0,-0.01409,0.35,,,,G1 X89.215 Y96.508 E-0.01409,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.215 Y96.508 E-0.01409 | G4 S0.35 ; dwell instead of retract | G1 X89.215 Y96.508 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
413.6,retract_suppressed,0.0,0.0,-0.01084,0.35,,,,G1 X87.357 Y96.072 E-0.01084,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.357 Y96.072 E-0.01084 | G4 S0.35 ; dwell instead of retract | G1 X87.357 Y96.072 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
413.95,retract_suppressed,0.0,0.0,-0.01014,0.35,,,,G1 X85.882 Y95.069 E-0.01014,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.882 Y95.069 E-0.01014 | G4 S0.35 ; dwell instead of retract | G1 X85.882 Y95.069 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
414.3,retract_suppressed,0.0,0.0,-0.00766,0.35,,,,G1 X84.998 Y94.052 E-0.00766,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.998 Y94.052 E-0.00766 | G4 S0.35 ; dwell instead of retract | G1 X84.998 Y94.052 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
414.65,retract_suppressed,0.0,0.0,-0.00766,0.35,,,,G1 X84.115 Y95.069 E-0.00766,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.115 Y95.069 E-0.00766 | G4 S0.35 ; dwell instead of retract | G1 X84.115 Y95.069 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
415.0,retract_suppressed,0.0,0.0,-0.01014,0.35,,,,G1 X82.640 Y96.072 E-0.01014,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.640 Y96.072 E-0.01014 | G4 S0.35 ; dwell instead of retract | G1 X82.640 Y96.072 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
415.35,retract_suppressed,0.0,0.0,-0.01084,0.35,,,,G1 X80.782 Y96.508 E-0.01084,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.782 Y96.508 E-0.01084 | G4 S0.35 ; dwell instead of retract | G1 X80.782 Y96.508 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
415.7,retract_suppressed,0.0,0.0,-0.0141,0.35,,,,G1 X78.327 Y96.151 E-0.01410,; [stabilizer] RETRACTION SUPPRESSED: G1 X78.327 Y96.151 E-0.01410 | G4 S0.35 ; dwell instead of retract | G1 X78.327 Y96.151 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
416.05,retract_suppressed,0.0,0.0,-0.01136,0.35,,,,G1 X76.573 Y95.191 E-0.01136,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.573 Y95.191 E-0.01136 | G4 S0.35 ; dwell instead of retract | G1 X76.573 Y95.191 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
416.4,retract_suppressed,0.0,0.0,-0.0101,0.35,,,,G1 X75.434 Y93.828 E-0.01010,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.434 Y93.828 E-0.01010 | G4 S0.35 ; dwell instead of retract | G1 X75.434 Y93.828 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
416.75,retract_suppressed,0.0,0.0,-0.00953,0.35,,,,G1 X74.796 Y92.278 E-0.00953,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.796 Y92.278 E-0.00953 | G4 S0.35 ; dwell instead of retract | G1 X74.796 Y92.278 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
417.1,retract_suppressed,0.0,0.0,-0.0158,0.35,,,,G1 X74.494 Y89.513 E-0.01580,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.494 Y89.513 E-0.01580 | G4 S0.35 ; dwell instead of retract | G1 X74.494 Y89.513 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
417.45,retract_suppressed,0.0,0.0,-0.00721,0.35,,,,G1 X74.611 Y88.250 E-0.00721,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.611 Y88.250 E-0.00721 | G4 S0.35 ; dwell instead of retract | G1 X74.611 Y88.250 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
417.8,retract_suppressed,0.0,0.0,-0.00843,0.35,,,,G1 X74.814 Y86.780 E-0.00843,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.814 Y86.780 E-0.00843 | G4 S0.35 ; dwell instead of retract | G1 X74.814 Y86.780 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
418.15,retract_suppressed,0.0,0.0,-0.00941,0.35,,,,G1 X75.415 Y85.238 E-0.00941,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.415 Y85.238 E-0.00941 | G4 S0.35 ; dwell instead of retract | G1 X75.415 Y85.238 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
418.5,retract_suppressed,0.0,0.0,-0.0212,0.35,,,,G1 X77.549 Y82.177 E-0.02120,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.549 Y82.177 E-0.02120 | G4 S0.35 ; dwell instead of retract | G1 X77.549 Y82.177 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
418.85,retract_suppressed,0.0,0.0,-0.02562,0.35,,,,G1 X80.729 Y78.982 E-0.02562,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.729 Y78.982 E-0.02562 | G4 S0.35 ; dwell instead of retract | G1 X80.729 Y78.982 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
419.2,retract_suppressed,0.0,0.0,-0.03146,0.35,,,,G1 X84.941 Y75.390 E-0.03146,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.941 Y75.390 E-0.03146 | G4 S0.35 ; dwell instead of retract | G1 X84.941 Y75.390 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
419.55,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
419.9,retract_suppressed,0.0,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
420.25,retract_suppressed,0.0,0.0,-0.11936,0.35,,,,G1 X95.499 Y104.501 E-0.11936,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.499 Y104.501 E-0.11936 | G4 S0.35 ; dwell instead of retract | G1 X95.499 Y104.501 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
420.6,retract_suppressed,0.0,0.0,-0.11936,0.35,,,,G1 X95.499 Y125.503 E-0.11936,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.499 Y125.503 E-0.11936 | G4 S0.35 ; dwell instead of retract | G1 X95.499 Y125.503 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
420.95,retract_suppressed,0.0,0.0,-0.11936,0.35,,,,G1 X74.497 Y125.503 E-0.11936,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.497 Y125.503 E-0.11936 | G4 S0.35 ; dwell instead of retract | G1 X74.497 Y125.503 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
421.3,retract_suppressed,0.0,0.0,-0.11893,0.35,,,,G1 X74.497 Y104.576 E-0.11893,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.497 Y104.576 E-0.11893 | G4 S0.35 ; dwell instead of retract | G1 X74.497 Y104.576 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
421.65,retract_suppressed,0.0,0.0,-0.39213,0.35,,,,G1 X65.500 Y65.500 E-0.39213,; [stabilizer] RETRACTION SUPPRESSED: G1 X65.500 Y65.500 E-0.39213 | G4 S0.35 ; dwell instead of retract | G1 X65.500 Y65.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
422.0,retract_suppressed,0.0,0.0,-0.39213,0.35,,,,G1 X134.500 Y65.500 E-0.39213,; [stabilizer] RETRACTION SUPPRESSED: G1 X134.500 Y65.500 E-0.39213 | G4 S0.35 ; dwell instead of retract | G1 X134.500 Y65.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
422.35,retract_suppressed,0.0,0.0,-0.39213,0.35,,,,G1 X134.500 Y134.500 E-0.39213,; [stabilizer] RETRACTION SUPPRESSED: G1 X134.500 Y134.500 E-0.39213 | G4 S0.35 ; dwell instead of retract | G1 X134.500 Y134.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
422.7,retract_suppressed,0.0,0.0,-0.39171,0.35,,,,G1 X65.575 Y134.500 E-0.39171,; [stabilizer] RETRACTION SUPPRESSED: G1 X65.575 Y134.500 E-0.39171 | G4 S0.35 ; dwell instead of retract | G1 X65.575 Y134.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
423.05,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X95.511 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.511 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X95.511 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
423.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X94.243 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X94.243 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X94.243 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
423.75,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X86.337 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.337 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X86.337 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
424.1,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X85.069 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.069 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X85.069 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
424.45,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X92.975 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.975 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X92.975 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
424.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X91.706 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.706 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X91.706 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
425.15,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X83.800 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X83.800 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X83.800 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
425.5,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X82.532 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.532 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X82.532 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
425.85,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X90.438 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.438 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X90.438 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
426.2,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X89.170 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.170 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X89.170 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
426.55,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X81.264 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X81.264 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X81.264 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
426.9,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X79.996 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.996 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X79.996 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
427.25,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X87.902 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.902 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X87.902 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
427.6,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X86.634 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.634 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X86.634 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
427.95,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X78.728 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X78.728 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X78.728 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
428.3,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X77.459 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.459 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X77.459 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
428.65,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X85.365 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.365 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X85.365 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
429.0,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X84.097 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.097 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X84.097 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
429.35,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X76.191 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.191 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X76.191 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
429.7,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X74.923 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.923 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X74.923 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
430.05,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X82.829 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.829 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X82.829 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
430.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X81.561 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X81.561 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X81.561 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
430.75,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X73.655 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.655 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.655 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
431.1,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X72.387 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X72.387 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X72.387 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
431.45,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X80.293 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.293 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X80.293 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
431.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X79.024 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.024 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X79.024 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
432.15,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X71.118 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X71.118 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X71.118 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
432.5,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X69.850 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.850 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X69.850 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
432.85,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X77.756 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.756 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X77.756 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
433.2,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X76.488 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.488 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X76.488 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
433.55,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X68.582 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X68.582 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X68.582 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
433.9,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X67.314 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X67.314 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X67.314 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
434.25,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X75.220 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.220 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X75.220 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
434.6,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X73.952 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
434.95,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X66.045 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
435.3,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y132.686 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y132.686 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y132.686 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
435.65,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X73.952 Y124.780 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y124.780 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y124.780 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
436.0,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X73.952 Y123.512 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y123.512 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y123.512 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
436.35,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X66.045 Y131.418 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y131.418 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y131.418 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
436.7,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y130.150 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y130.150 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y130.150 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
437.05,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X73.952 Y122.244 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y122.244 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y122.244 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
437.4,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X73.952 Y120.976 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y120.976 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y120.976 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
437.75,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X66.045 Y128.882 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y128.882 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y128.882 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
438.1,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X66.045 Y127.614 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y127.614 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y127.614 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
438.45,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X73.952 Y119.708 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y119.708 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y119.708 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
438.8,retract_suppressed,0.0,0.0,-0.00724,0.35,,,,G1 X73.952 Y118.439 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y118.439 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y118.439 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
439.15,retract_suppressed,0.0,0.0,-0.06383,0.35,,,,G1 X66.045 Y126.345 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y126.345 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y126.345 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
