t_s,action,p_hat,u_prev,e_cmd,dt_s,u_raw,u_shaped,feed_scale,in,out
32.1,retract_suppressed,0.122515,0.0,-0.0101,0.35,,,,G1 X75.434 Y93.828 E-0.01010,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.434 Y93.828 E-0.01010 | G4 S0.35 ; dwell instead of retract | G1 X75.434 Y93.828 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
32.45,retract_suppressed,0.115523,0.0,-0.00953,0.35,,,,G1 X74.796 Y92.278 E-0.00953,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.796 Y92.278 E-0.00953 | G4 S0.35 ; dwell instead of retract | G1 X74.796 Y92.278 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
32.8,retract_suppressed,0.10893,0.0,-0.0158,0.35,,,,G1 X74.494 Y89.513 E-0.01580,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.494 Y89.513 E-0.01580 | G4 S0.35 ; dwell instead of retract | G1 X74.494 Y89.513 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
33.15,retract_suppressed,0.102714,0.0,-0.00721,0.35,,,,G1 X74.611 Y88.250 E-0.00721,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.611 Y88.250 E-0.00721 | G4 S0.35 ; dwell instead of retract | G1 X74.611 Y88.250 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
33.5,retract_suppressed,0.096852,0.0,-0.00843,0.35,,,,G1 X74.814 Y86.780 E-0.00843,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.814 Y86.780 E-0.00843 | G4 S0.35 ; dwell instead of retract | G1 X74.814 Y86.780 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
33.85,retract_suppressed,0.091325,0.0,-0.00941,0.35,,,,G1 X75.415 Y85.238 E-0.00941,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.415 Y85.238 E-0.00941 | G4 S0.35 ; dwell instead of retract | G1 X75.415 Y85.238 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
34.2,retract_suppressed,0.086113,0.0,-0.0212,0.35,,,,G1 X77.549 Y82.177 E-0.02120,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.549 Y82.177 E-0.02120 | G4 S0.35 ; dwell instead of retract | G1 X77.549 Y82.177 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
34.55,retract_suppressed,0.081198,0.0,-0.02562,0.35,,,,G1 X80.729 Y78.982 E-0.02562,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.729 Y78.982 E-0.02562 | G4 S0.35 ; dwell instead of retract | G1 X80.729 Y78.982 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
34.9,retract_suppressed,0.076564,0.0,-0.03146,0.35,,,,G1 X84.941 Y75.390 E-0.03146,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.941 Y75.390 E-0.03146 | G4 S0.35 ; dwell instead of retract | G1 X84.941 Y75.390 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
35.25,retract_suppressed,0.072195,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
35.6,retract_suppressed,0.068075,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
35.95,retract_suppressed,0.06419,0.0,-0.11936,0.35,,,,G1 X95.499 Y104.501 E-0.11936,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.499 Y104.501 E-0.11936 | G4 S0.35 ; dwell instead of retract | G1 X95.499 Y104.501 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
36.3,retract_suppressed,0.060526,0.0,-0.11936,0.35,,,,G1 X95.499 Y125.503 E-0.11936,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.499 Y125.503 E-0.11936 | G4 S0.35 ; dwell instead of retract | G1 X95.499 Y125.503 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
36.65,retract_suppressed,0.057072,0.0,-0.11936,0.35,,,,G1 X74.497 Y125.503 E-0.11936,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.497 Y125.503 E-0.11936 | G4 S0.35 ; dwell instead of retract | G1 X74.497 Y125.503 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
37.0,retract_suppressed,0.053815,0.0,-0.11893,0.35,,,,G1 X74.497 Y104.576 E-0.11893,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.497 Y104.576 E-0.11893 | G4 S0.35 ; dwell instead of retract | G1 X74.497 Y104.576 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
37.35,retract_suppressed,0.050744,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
37.7,retract_suppressed,0.047848,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
38.05,retract_suppressed,0.045117,0.0,-0.39213,0.35,,,,G1 X65.500 Y65.500 E-0.39213,; [stabilizer] RETRACTION SUPPRESSED: G1 X65.500 Y65.500 E-0.39213 | G4 S0.35 ; dwell instead of retract | G1 X65.500 Y65.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
38.4,retract_suppressed,0.042542,0.0,-0.39213,0.35,,,,G1 X134.500 Y65.500 E-0.39213,; [stabilizer] RETRACTION SUPPRESSED: G1 X134.500 Y65.500 E-0.39213 | G4 S0.35 ; dwell instead of retract | G1 X134.500 Y65.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
38.75,retract_suppressed,0.040115,0.0,-0.39213,0.35,,,,G1 X134.500 Y134.500 E-0.39213,; [stabilizer] RETRACTION SUPPRESSED: G1 X134.500 Y134.500 E-0.39213 | G4 S0.35 ; dwell instead of retract | G1 X134.500 Y134.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
39.1,retract_suppressed,0.037825,0.0,-0.39171,0.35,,,,G1 X65.575 Y134.500 E-0.39171,; [stabilizer] RETRACTION SUPPRESSED: G1 X65.575 Y134.500 E-0.39171 | G4 S0.35 ; dwell instead of retract | G1 X65.575 Y134.500 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
39.45,retract_suppressed,0.035667,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
39.8,retract_suppressed,0.033631,0.0,-4.0,0.35,,,,G1 E-4.00000 F1800.00000,; [stabilizer] RETRACTION SUPPRESSED: G1 E-4.00000 F1800.00000 | G4 S0.35 ; dwell instead of retract | G1 E0.600 F1800.0 ; micro-prime after dwell
40.15,retract_suppressed,0.031712,0.0,-0.06383,0.35,,,,G1 X95.511 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X95.511 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X95.511 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
40.5,retract_suppressed,0.029902,0.0,-0.00724,0.35,,,,G1 X94.243 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X94.243 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X94.243 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
40.85,retract_suppressed,0.028196,0.0,-0.06383,0.35,,,,G1 X86.337 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.337 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X86.337 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
41.2,retract_suppressed,0.026586,0.0,-0.00724,0.35,,,,G1 X85.068 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.068 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X85.068 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
41.55,retract_suppressed,0.025069,0.0,-0.06383,0.35,,,,G1 X92.974 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X92.974 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X92.974 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
41.9,retract_suppressed,0.023638,0.0,-0.00724,0.35,,,,G1 X91.706 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X91.706 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X91.706 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
42.25,retract_suppressed,0.022289,0.0,-0.06383,0.35,,,,G1 X83.800 Y133.954 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X83.800 Y133.954 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X83.800 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
42.6,retract_suppressed,0.021017,0.0,-0.00724,0.35,,,,G1 X82.532 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.532 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X82.532 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
42.95,retract_suppressed,0.019818,0.0,-0.06383,0.35,,,,G1 X90.438 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X90.438 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X90.438 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
43.3,retract_suppressed,0.018687,0.0,-0.00724,0.35,,,,G1 X89.170 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X89.170 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X89.170 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
43.65,retract_suppressed,0.01762,0.0,-0.06383,0.35,,,,G1 X81.264 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X81.264 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X81.264 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
44.0,retract_suppressed,0.016615,0.0,-0.00724,0.35,,,,G1 X79.996 Y133.955 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.996 Y133.955 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X79.996 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
44.35,retract_suppressed,0.015667,0.0,-0.06383,0.35,,,,G1 X87.902 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X87.902 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X87.902 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
44.7,retract_suppressed,0.014773,0.0,-0.00724,0.35,,,,G1 X86.634 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X86.634 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X86.634 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
45.05,retract_suppressed,0.013929,0.0,-0.06383,0.35,,,,G1 X78.728 Y133.954 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X78.728 Y133.954 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X78.728 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
45.4,retract_suppressed,0.013135,0.0,-0.00724,0.35,,,,G1 X77.459 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.459 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X77.459 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
45.75,retract_suppressed,0.012385,0.0,-0.06383,0.35,,,,G1 X85.365 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X85.365 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X85.365 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
46.1,retract_suppressed,0.011678,0.0,-0.00724,0.35,,,,G1 X84.097 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X84.097 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X84.097 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
46.45,retract_suppressed,0.011012,0.0,-0.06383,0.35,,,,G1 X76.191 Y133.954 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.191 Y133.954 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X76.191 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
46.8,retract_suppressed,0.010383,0.0,-0.00724,0.35,,,,G1 X74.923 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X74.923 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X74.923 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
47.15,retract_suppressed,0.009791,0.0,-0.06383,0.35,,,,G1 X82.829 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X82.829 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X82.829 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
47.5,retract_suppressed,0.009232,0.0,-0.00724,0.35,,,,G1 X81.561 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X81.561 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X81.561 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
47.85,retract_suppressed,0.008705,0.0,-0.06383,0.35,,,,G1 X73.655 Y133.955 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.655 Y133.955 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.655 Y133.955 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
48.2,retract_suppressed,0.008208,0.0,-0.00724,0.35,,,,G1 X72.387 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X72.387 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X72.387 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
48.55,retract_suppressed,0.00774,0.0,-0.06383,0.35,,,,G1 X80.293 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X80.293 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X80.293 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
48.9,retract_suppressed,0.007298,0.0,-0.00724,0.35,,,,G1 X79.024 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X79.024 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X79.024 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
49.25,retract_suppressed,0.006882,0.0,-0.06383,0.35,,,,G1 X71.118 Y133.954 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X71.118 Y133.954 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X71.118 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
49.6,retract_suppressed,0.006489,0.0,-0.00724,0.35,,,,G1 X69.850 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X69.850 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X69.850 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
49.95,retract_suppressed,0.006119,0.0,-0.06383,0.35,,,,G1 X77.756 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X77.756 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X77.756 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
50.3,retract_suppressed,0.005769,0.0,-0.00724,0.35,,,,G1 X76.488 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X76.488 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X76.488 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
50.65,retract_suppressed,0.00544,0.0,-0.06383,0.35,,,,G1 X68.582 Y133.954 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X68.582 Y133.954 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X68.582 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
51.0,retract_suppressed,0.00513,0.0,-0.00724,0.35,,,,G1 X67.314 Y133.954 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X67.314 Y133.954 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X67.314 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
51.35,retract_suppressed,0.004837,0.0,-0.06383,0.35,,,,G1 X75.220 Y126.048 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X75.220 Y126.048 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X75.220 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
51.7,retract_suppressed,0.004561,0.0,-0.00724,0.35,,,,G1 X73.952 Y126.048 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y126.048 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y126.048 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
52.05,retract_suppressed,0.004301,0.0,-0.06383,0.35,,,,G1 X66.046 Y133.954 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y133.954 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y133.954 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
52.4,retract_suppressed,0.004055,0.0,-0.00724,0.35,,,,G1 X66.045 Y132.686 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y132.686 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y132.686 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
52.75,retract_suppressed,0.003824,0.0,-0.06383,0.35,,,,G1 X73.952 Y124.780 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y124.780 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y124.780 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
53.1,retract_suppressed,0.003606,0.0,-0.00724,0.35,,,,G1 X73.952 Y123.512 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y123.512 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y123.512 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
53.45,retract_suppressed,0.0034,0.0,-0.06383,0.35,,,,G1 X66.046 Y131.418 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y131.418 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y131.418 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
53.8,retract_suppressed,0.003206,0.0,-0.00724,0.35,,,,G1 X66.046 Y130.150 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y130.150 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y130.150 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
54.15,retract_suppressed,0.003023,0.0,-0.06383,0.35,,,,G1 X73.952 Y122.244 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y122.244 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y122.244 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
54.5,retract_suppressed,0.00285,0.0,-0.00724,0.35,,,,G1 X73.952 Y120.976 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y120.976 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y120.976 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
54.85,retract_suppressed,0.002688,0.0,-0.06383,0.35,,,,G1 X66.046 Y128.882 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y128.882 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y128.882 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
55.2,retract_suppressed,0.002534,0.0,-0.00724,0.35,,,,G1 X66.046 Y127.614 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y127.614 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y127.614 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
55.55,retract_suppressed,0.00239,0.0,-0.06383,0.35,,,,G1 X73.952 Y119.708 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y119.708 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y119.708 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
55.9,retract_suppressed,0.002253,0.0,-0.00724,0.35,,,,G1 X73.952 Y118.439 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y118.439 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y118.439 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
56.25,retract_suppressed,0.002125,0.0,-0.06383,0.35,,,,G1 X66.046 Y126.345 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y126.345 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y126.345 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
56.6,retract_suppressed,0.002003,0.0,-0.00724,0.35,,,,G1 X66.045 Y125.077 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.045 Y125.077 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.045 Y125.077 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
56.95,retract_suppressed,0.001889,0.0,-0.06383,0.35,,,,G1 X73.952 Y117.171 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y117.171 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y117.171 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
57.3,retract_suppressed,0.001781,0.0,-0.00724,0.35,,,,G1 X73.952 Y115.903 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y115.903 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y115.903 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
57.65,retract_suppressed,0.00168,0.0,-0.06383,0.35,,,,G1 X66.046 Y123.809 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y123.809 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y123.809 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
58.0,retract_suppressed,0.001584,0.0,-0.00724,0.35,,,,G1 X66.046 Y122.541 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y122.541 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y122.541 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
58.35,retract_suppressed,0.001493,0.0,-0.06383,0.35,,,,G1 X73.952 Y114.635 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y114.635 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y114.635 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
58.7,retract_suppressed,0.001408,0.0,-0.00724,0.35,,,,G1 X73.952 Y113.367 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y113.367 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y113.367 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
59.05,retract_suppressed,0.001328,0.0,-0.06383,0.35,,,,G1 X66.046 Y121.273 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y121.273 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y121.273 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
59.4,retract_suppressed,0.001252,0.0,-0.00724,0.35,,,,G1 X66.046 Y120.004 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X66.046 Y120.004 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X66.046 Y120.004 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
59.75,retract_suppressed,0.001181,0.0,-0.06383,0.35,,,,G1 X73.952 Y112.098 E-0.06383,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y112.098 E-0.06383 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y112.098 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
60.1,retract_suppressed,0.001113,0.0,-0.00724,0.35,,,,G1 X73.952 Y110.830 E-0.00724,; [stabilizer] RETRACTION SUPPRESSED: G1 X73.952 Y110.830 E-0.00724 | G4 S0.35 ; dwell instead of retract | G1 X73.952 Y110.830 E0.600 F120.0 ; micro-prime after dwell (geometry preserved)
